2025-11-22 13:56:49 | INFO     | app.main:lifespan:21 - ==================================================
2025-11-22 13:56:49 | INFO     | app.main:lifespan:22 - TTS Proxy 启动中...
2025-11-22 13:56:49 | INFO     | app.main:lifespan:23 - 服务地址: 0.0.0.0:9001
2025-11-22 13:56:49 | INFO     | app.main:lifespan:24 - 日志级别: INFO
2025-11-22 13:56:49 | INFO     | app.main:lifespan:25 - API文档: http://0.0.0.0:9001/docs
2025-11-22 13:56:49 | INFO     | app.main:lifespan:26 - ==================================================
2025-11-22 13:57:45 | INFO     | app.routes.audio:create_speech:32 - 收到TTS请求: model=tts-1, voice=alloy, text_length=43, format=mp3
2025-11-22 13:57:45 | INFO     | app.services.doubao_client:synthesize_http:60 - 发起豆包TTS请求: reqid=f4f2a799-621d-48bb-97b0-9e41d5d9c91f, voice=zh_female_cancan_mars_bigtts, text_length=43
2025-11-22 13:57:49 | INFO     | app.services.doubao_client:synthesize_http:81 - 豆包响应: logid=202511230257499744F15CD3BA1435392D, status=500
2025-11-22 13:57:49 | ERROR    | app.services.doubao_client:synthesize_http:89 - HTTP错误: 500
2025-11-22 13:57:49 | ERROR    | app.routes.audio:create_speech:60 - TTS处理失败: HTTP错误: 500
2025-11-22 13:58:42 | INFO     | app.routes.audio:create_speech:32 - 收到TTS请求: model=tts-1, voice=shimmer, text_length=43, format=mp3
2025-11-22 13:58:42 | INFO     | app.services.doubao_client:synthesize_http:60 - 发起豆包TTS请求: reqid=502e1690-14a0-4bbc-bf73-667defdb8cf5, voice=zh_female_yuewen_mars_bigtts, text_length=43
2025-11-22 13:58:43 | INFO     | app.services.doubao_client:synthesize_http:81 - 豆包响应: logid=20251123025843581153FAFE62EB7303DD, status=500
2025-11-22 13:58:43 | ERROR    | app.services.doubao_client:synthesize_http:89 - HTTP错误: 500
2025-11-22 13:58:43 | ERROR    | app.routes.audio:create_speech:60 - TTS处理失败: HTTP错误: 500
2025-11-22 14:01:50 | INFO     | app.main:lifespan:21 - ==================================================
2025-11-22 14:01:50 | INFO     | app.main:lifespan:22 - TTS Proxy 启动中...
2025-11-22 14:01:50 | INFO     | app.main:lifespan:23 - 服务地址: 0.0.0.0:9001
2025-11-22 14:01:50 | INFO     | app.main:lifespan:24 - 日志级别: INFO
2025-11-22 14:01:50 | INFO     | app.main:lifespan:25 - API文档: http://0.0.0.0:9001/docs
2025-11-22 14:01:50 | INFO     | app.main:lifespan:26 - ==================================================
2025-11-22 14:01:50 | INFO     | app.main:lifespan:30 - TTS Proxy 关闭中...
2025-11-22 14:01:50 | INFO     | app.main:lifespan:32 - TTS Proxy 已关闭
2025-11-22 14:03:18 | INFO     | app.main:lifespan:21 - ==================================================
2025-11-22 14:03:18 | INFO     | app.main:lifespan:22 - TTS Proxy 启动中...
2025-11-22 14:03:18 | INFO     | app.main:lifespan:23 - 服务地址: 0.0.0.0:9001
2025-11-22 14:03:18 | INFO     | app.main:lifespan:24 - 日志级别: INFO
2025-11-22 14:03:18 | INFO     | app.main:lifespan:25 - API文档: http://0.0.0.0:9001/docs
2025-11-22 14:03:18 | INFO     | app.main:lifespan:26 - ==================================================
2025-11-22 14:03:54 | INFO     | app.routes.audio:create_speech:32 - 收到TTS请求: model=tts-1, voice=alloy, text_length=43, format=mp3
2025-11-22 14:03:54 | INFO     | app.services.doubao_client:synthesize_http:60 - 发起豆包TTS请求: reqid=31ba1add-178d-4940-94c3-8da94f66265b, voice=zh_female_cancan_mars_bigtts, text_length=43
2025-11-22 14:03:57 | INFO     | app.services.doubao_client:synthesize_http:81 - 豆包响应: logid=202511230303584ABB58F69F753C2BC553, status=500
2025-11-22 14:03:57 | ERROR    | app.services.doubao_client:synthesize_http:89 - HTTP错误: 500
2025-11-22 14:03:57 | ERROR    | app.routes.audio:create_speech:60 - TTS处理失败: HTTP错误: 500
2025-11-22 14:04:12 | INFO     | app.main:lifespan:30 - TTS Proxy 关闭中...
2025-11-22 14:04:12 | INFO     | app.services.doubao_client:close:149 - 豆包HTTP客户端已关闭
2025-11-22 14:04:12 | INFO     | app.main:lifespan:32 - TTS Proxy 已关闭
2025-11-22 14:06:03 | INFO     | app.main:lifespan:21 - ==================================================
2025-11-22 14:06:03 | INFO     | app.main:lifespan:22 - TTS Proxy 启动中...
2025-11-22 14:06:03 | INFO     | app.main:lifespan:23 - 服务地址: 0.0.0.0:9001
2025-11-22 14:06:03 | INFO     | app.main:lifespan:24 - 日志级别: DEBUG
2025-11-22 14:06:03 | INFO     | app.main:lifespan:25 - API文档: http://0.0.0.0:9001/docs
2025-11-22 14:06:03 | INFO     | app.main:lifespan:26 - ==================================================
2025-11-22 14:06:09 | INFO     | app.routes.audio:create_speech:32 - 收到TTS请求: model=tts-1, voice=alloy, text_length=43, format=mp3
2025-11-22 14:06:09 | INFO     | app.services.doubao_client:synthesize_http:60 - 发起豆包TTS请求: reqid=4e1ac223-0a56-4ed6-bc4b-228849cd41e2, voice=zh_female_cancan_mars_bigtts, text_length=43
2025-11-22 14:06:09 | DEBUG    | app.services.doubao_client:synthesize_http:65 - 请求参数: appid=3482856583, encoding=mp3, speed=1.0
